key,score,victim,attacker
"('0x2d73dc3b0407d55435cd7f65eb01e19221932289d564c5b36c9413c1c97efcf2', 42)",4.0,0x3c11caacc9fc70d9130792c39702c5f96ce68a93,0x684300a5df5e273717d800601f7d000c4600a43a
"('0x49737f073a78f9b02548102ff00fd0a80433bf36ae1654ec17bd0013d6d49e8a', 246)",4,0x08e4cfa50820a35e645ba4d1babe7004a092da57,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x3dae45524eeddb621c7aa2fc8d60e755a2135531c919149c90556433b664587f', 39)",3,0x3c11caacc9fc70d9130792c39702c5f96ce68a93,0xcd38bb5932c93b5b96f6d35535f73b102d08e685
"('0x9c3eaf7540b6a5632f3f20aa1a90c969697c8e5cd78dae2e19ac440033debec5', 90)",4,0x351dbc182b099852553b42847614e0567573bc6c,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x635ad07942955c6ac5a7d88214892cb6f50b3a34da814e5d86c83dc1b4d374e8', 68)",4,0x230a29fcb238c398fd20f7701a125a5bf7d59696,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x32141b3ac69928cbc9e771a3f64b8450fb9a6f835df6be4cbf031655de154eab', 75)",5.0,0x8c2e4c5f20b0a0cce314aad725a390e254577bd0,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xadaf0aaec9a05d4e1c05c67bbc6476543dbf5ada6da35c0a648c70e02340c072', 25)",3,0xf71205d100171472328ba539bf7d956ff41bd9ab,0x82b6960fd11b11e3bbf62bb5aeb5cffd63b468de
"('0x9513ebfe03f4ced1a6465c2eb3b2b1165de40e2bb5e66bb6d63e97a5cbda4330', 72)",3,0x3c11caacc9fc70d9130792c39702c5f96ce68a93,0x4bba932e9792a2b917d47830c93a9bc79320e4f7
"('0xb7148e3bb795ca7fb989995af4855199b521eebb5313c5b28fdb1450ab48e71c', 21)",4.0,0xdfc4fbbdd9c47c7976febb14b1d37c7f85fe299d,0x1fab705b5580db4301394b13de86cc20b215db4c
"('0x65279da2473bbef15c8bc12df0d5b7a939763626dada4de4ab62ffd7fc1e12c5', 95)",4,0xd64309daa493a175721210f83039de3d63d75536,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xd911b69f9382495678dc82f8aa5dad1b01b7d31d15be8448de71540668e680ff', 6)",3,0x6c1d2cd5eba67b9de21ef31b970b4f120187ecf7,0x6219f06135b79705d34f5261852e9f6b98821e1f
"('0xdae8e5736d2bc3f6c8b7a7b72dfb133ae72be673e06b71a09e53a684c15d7a3d', 147)",3,0xf3f2e49b05e5a35572b5fb26d1220f2792f47bd4,0x000c9d571a29590985a7df377b792d3ed7ecadf9
"('0xa4001934ca2e16224a0d971b9792b31ee0543eb0e97f9841a2ee3e8b131c75eb', 176)",4.0,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0x048f98c2b73c25da25d041ea316ef97e9d6688c6
"('0x16b36f4d695c733dc7cfc22ee317a3a72466e0cb7c9a5f92cb01ef6bbc92fdd2', 75)",4,0xed00c1ac97aad7e11de5bc70e536b2d27abdd63e,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x8108d0d2eb6466e33efd743e4c13dd403e5c2f559ae687db133797fc5abaad5a', 46)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0x0485c4759beb6022061416c7374ad9e5cc1ebdb6
"('0xf2f584b72302ae447ec60df5035f717614c5b2937cfad833c6160386c29a51bc', 66)",3,0x4eaaab540065b4e404d79fe1f0bf3a9c046f9151,0xbceddf29bb50fdae12d0e6f77eb42d4af57eb0ee
"('0x9af3ffde2530385c4fb87ed37d3aff0154735b61b687d318461bd421128f2871', 48)",9.0,0x550c97c62ed38c822779d68f0470ed40bf456feb,0x550c97c62ed38c822779d68f0470ed40bf456f03
"('0xd0c0216e9b78216b6f67615844a81c5c39ed7e355d98aa0f12d4153e41021327', 62)",3,0x3c11caacc9fc70d9130792c39702c5f96ce68a93,0x4bb61c4b57895ea6594a287f04082f5b44c0fbcc
"('0x70a979a86ea572c4ef5eea63f1e54ea008576b14c352923628e258a3b5708f52', 121)",5.0,0x7ab70bc5e3f58d4b261d551ac3a1c2f18d3d159d,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x1fd94094860d7328712b7d2021146c8df4f7556a2b25e9c1d352efcc5cf23ab8', 61)",4,0x54ae2108deb04ee34ef033dab2f757faff44de68,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xe4e7bb22b3433e9b7cf6d6eea04f86dd27147a448696ace2f69d0f398936aef9', 58)",3,0x1353b2bc10d589807185dc7989d68da251d3d91e,0x6e2444ffd7fcfd77eb15561aa2a24b1550ef3bd5
"('0x45c08c2dd2a92319bc8b4ec2a450149c7a51cca8c72dc84666f9ea8013b389fc', 29)",4,0x92641da64c37296a5ab1c82877b7b2c94a4ec20a,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xa84942a0715965ec4bce2f9ab3d87596e19959895dbee21ddf7a84ac4d29fca0', 150)",4,0x7e0a9ea2651b23ca70c4f7b2d4f1c770e6ed8e0a,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x26ead2c64df76c74ca0f702e7a9ee596a7dc8dd59aed13b96f449f4047a2e176', 55)",5.0,0x25506dbe49deb98110741a5a4bb8118096e5171e,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x817ae88baaa70b207e3544f26306eb2e3039b621274f461c7e97ae7ff0835325', 343)",3,0x11af4d27c032c7b37e92585a5514ffc8f357f405,0xbe78d239daee90b5230cf5f9c667cf3207304dd5
"('0x0e5dd940a3ba0c2992d0be92d895ef19b17451519f1534df1953ee3930dc5696', 2)",8.0,0x2fd691f3745371a39698c924f2ff595cd99aeb28,0x000000000000000000000000000000000000dead
"('0xd8f39283dd8e29c872a62347f0b888a16a6eccd2d874ed844c3cb6a537157eed', 105)",4,0x36ba31774548302c5c8150828fb242ec701cfd95,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x9af3ffde2530385c4fb87ed37d3aff0154735b61b687d318461bd421128f2871', 60)",9.0,0x550c97c62ed38c822779d68f0470ed40bf456feb,0x550c97c62ed38c822779d68f0470ed40bf456f00
"('0xae188185ed46e14bc92d4042075515582bf441360b9f0a74809f8b99078a0dcd', 14)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0x2eb9292554b0481c9dc8dbb21cb2ded4dd6bc237
"('0xfe5ec527dd1385642359027a4e0159963eaf410dbd2a32d0ebd1b25de7564a43', 76)",4,0x201db173b7b998149b13dbc56058dbab80656092,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x6a494c3a7e0cd4bd144662e86d36a6ceafbe49b2965863ebee311bdbd067299f', 139)",4.0,0x2895730d1f120513105c11f3394c818edc7e7710,0xa26366f1a303afae9d2dfa4a720b33f8a4683f36
"('0x0901338104478a077db140aa15f200ce3b9b093fa16f26d973dabd136331a522', 121)",4,0x7b63525bd0c9b6d688344351081bb3ed0fec449e,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xe7c8c45fd584c2639d8a9f799e50b17b3eb65ce7f5e0c65e76cd6ffbf41c7525', 2)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0xb1d360c7e61182e8eceaa0b553480cdc086e704f
"('0x96cee9a8dde066bf56366a504fdf5720437fd72728a5480f67b189a5d0ee1873', 74)",5.0,0x46ad547f9cdc310b2367cd1ed964a3deae06e237,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x351d58126094c9072e4141c78d5ac8ba0c3672e881db8b6042e9d9084e938791', 63)",4,0x9ace79a45b0f31effae198f52f7ba901ce74bee3,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x406a2e9e1aee0ebafc610d248bccf83c0c6934a3aa70860bce0bcf5c338ed0f6', 37)",3,0x6219f06135b79705d34f5261852e9f6b98821e1f,0x2a98158166be71d21dd97e248ba670211df9a73c
"('0xf6618382731f3cf30916b83deb80587c6fbc94221f8d32d6ef0bf3b873752586', 53)",4,0xf0029d065f6cebec6c245f1d97adbb979eb7dd0e,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x6980c0724cd89f2b59b8f242a17241a6cf8639d8a76c8f06e206c4acc8a70cfc', 69)",4,0x2b7e107a6e3b0d9a9af367d669b847426b7dd6b4,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x408f7dd43b6d6d8ea24a3f71cdd02e3c4a8dc91ed203dfc784e8321ead2988b9', 99)",4,0xf96155a9333bf1a32891da6133c9de2ab3effb80,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x9e38fef9d44763122c96780da51aa50677a58ab04ecc35e84ac65b5218eed888', 56)",3,0xc0cedd7dd9852a2a34dd1acab88c123da26085a5,0x6219f06135b79705d34f5261852e9f6b98821e1f
"('0x5775dc5166d50d078b4882538808fd4559f53fa26ace6251e53472196c2b7912', 19)",4.0,0xb212e5909503244beba1e2bdb04349772b2c3337,0x98fbdad6acfd9f972b1c879b724d428bddd26443
"('0xfd7d5b3bb3606390d1a8cdac103170707b6fb2d7d0336b336862189cecda9f9b', 16)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0xce67382284506ce3471fefaa87ba31947a3f77f7
"('0x0e0276a5b995eac79e1479626b73153e32e26d1289949a8d8360912b4e233a1c', 18)",3,0x16e891a676fb70b0eda0de7547c0096338f7ddd9,0x71af9a37523bc15c0507ddc2070dcf703e2a0896
"('0x5e4f500d9418f1947dcaf3ba80e0a78641e5e36beaabcaceccc084f490d4aacb', 34)",3,0x82b6960fd11b11e3bbf62bb5aeb5cffd63b468de,0xfaaba7fb45b9fe28eef4ea2a09cc94b1a5f2e037
"('0x993ec34c25337d01ad45645d14f18022105b9fa81da0c70466477a021e65a14f', 79)",4,0x708eb4755ef95291b4a955421b0cda4aca0456fd,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xb71837e4d0b24a9185ab8f86f65aa8d4d2398aa383f42af492c5d36fe90faad2', 113)",4,0x61537386dcd3396ee8f955f19be151419b3a423a,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x7f0e215ce9922ef1b65282727783d1884cada378aacc92295645992be273d204', 8)",3,0x0060cac5c52bcd21446a677e02f02a6e85ae9535,0xa254f571b74a66aaee1670895b51b401308285d4
"('0x0064e3a83c5350b55b84cab61e45a15a7a11ec2e7f8237de80bbbecc66c853a1', 76)",4,0x46733ae6b6c5bdf8cf7418921ff23117cd87dcc8,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x0d407ae6da29e758632457ea4b06cb93447927417b2ab58e13091914d4a76286', 91)",4,0xbc225e04bc9436c10dfb0dfb23fb9c5eed5255b9,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xf4f2fe6634b12fedd91d7dba6447a0f4478ec5f60376864fd3eff6d37e1dae26', 92)",4,0x2585c84e746c25b05a7f30c106071ecae66fec85,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x4ea96adafc0b4bc51a6ae51bcaba1f08006ceea047b6fdbeb4c72f2522e806ac', 57)",3,0x1478de2d33b7c51a74b2af848cd15d9d3fb8bf3c,0x1234561fed41dd2d867a038bbdb857f291864225
"('0xf33735c96745d14b678ba6f4de0259a8621a5116d790d6da2489de4994fbf879', 23)",4,0xd17e144ef2f04514a7e8f4f2bc16b823340cbc63,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x4c32ba240bc0248a48107e61aae94f5e47eb07eb0e58f7ce0502b7057aeead54', 60)",3,0x3c11caacc9fc70d9130792c39702c5f96ce68a93,0xc6c226d4300b0042227dcb3489e19f470dc1369f
"('0x1a0eafe5aae0e0cbf1119f376eeea8cda373c20d1259bcab8173daa9d4d4b7b2', 65)",4,0x8d9793b6bf062146630154b8d59908b470523895,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x5ba5da50fb86e6b147058a325d9ed39d9c442fc6ae73d11d05aed98c5a9ddce3', 23)",4.0,0xfa4d1e91fb6d7347b667989c5e66bc8536d8d321,0xfa4eed54bb62f93d774463208bd4a985d7c3d6c2
"('0x5859037b9b0d8440002f6144df0d169f23bae2e8a9a8381f94d423b262a3cb38', 16)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0xc3b50a58becee1d8043d0e02a86b2b9effc051a6
"('0x6dccf1de6738e87d1f3cc224d4da59c1acc2ef0112d8988f4b401d50cf15f0ac', 71)",4,0x6f9b1be13625a4a7ac7bfb62893e4d7a741a9e20,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xcb3b2b67faf94ed27ebf6e75bb737db086fd31b47db0ae3fa86338dd4d5f22e1', 32)",3,0x6219f06135b79705d34f5261852e9f6b98821e1f,0x2a98158166be71d21dd97e248ba670211df9a73c
"('0xb9aa4d0923d01cc0c404b1a75e52e3c59ed3ab46b24861e3d9d3dcc9b05401de', 9)",3,0x2895730d1f120513105c11f3394c818edc7e7710,0x7d19646be52e5acc04efcfcf6e8b0a6a55406efb
"('0x9af3ffde2530385c4fb87ed37d3aff0154735b61b687d318461bd421128f2871', 55)",9.0,0x550c97c62ed38c822779d68f0470ed40bf456feb,0x550c97c62ed38c822779d68f0470ed40bf456f0a
"('0x3ab64fa5d914f3bfbee4d0b21110476cf8d05433ab9d11c9bf326fd446da3012', 136)",4,0x81c6545c8f189df1bf106fadeb186757cafef0f4,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x4da3053e882dd56844c99bf3e92e3642e096bfbfc00cb2d607a542adc3d55ac2', 102)",3,0x3c11caacc9fc70d9130792c39702c5f96ce68a93,0x14e4f44bd173fae2ae2a2bb79ad2ec6d069e71ca
"('0x4836996896ab79a9d1142a1c669956ca08c5a167446bd04632c2d48f07a3f155', 16)",3,0x1478de2d33b7c51a74b2af848cd15d9d3fb8bf3c,0x1234561fed41dd2d867a038bbdb857f291864225
"('0xa47f7975cbec1ca5cba74615396ed2bfdd29545342957185ca05b582394a7af8', 11)",3,0x268eb96089dcf30a245c3bfe502ffc54800d1de0,0xfaaba7fb45b9fe28eef4ea2a09cc94b1a5f2e037
"('0x486fbaaf9302a296e9c94c72a4f2a60be93f2765c106d21e84cfde89e1269ba3', 65)",4,0x111116057ed4e9ebb18fc36828c107f02a433703,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xeeb7e845cc6545e5718be41ebedf879c952de871cb42947dbd792bdcc42de566', 80)",4,0xcf23ab8d0989e206dcec4fc8e65c1f1c1f343856,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x1585ca0fc85807a1ab968b1f472921ea4aeb9bb3c229020318af0bbb393e14dd', 60)",4.0,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0x4835cd5cf92192c2e84cc2e74286949ef0eca113
"('0x9806ecce7358918e7c0f7e50345d5cadaeb5e4c1ec3c07146aa808a9bccfce60', 28)",4,0xfe692900a3123b7b2fd7c9a2bbba89e97f43cf3f,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xa62c9aee25635179ce7c842e46f997ab0886a6312ea39631cbccbfddb3f9401a', 55)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0xc7aa25c07e35b4ee85d1b4cdafb14adae88a487d
"('0xcccd380cea9a44527de8795507f1ef290aa2e581aab5df9a7a55ae4e062e9a1e', 188)",3,0x2a98158166be71d21dd97e248ba670211df9a73c,0x6219f06135b79705d34f5261852e9f6b98821e1f
"('0x94f1fe866c5674ecb13656be7e0ffb2bc4a2b6681599fa6f9a61f76ac24680b6', 109)",4,0xf62016f63279ca4f39e521c590fce088ee0ba819,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xca56ca227233eefc0f5dcae16d5f37a2d99d25173ebe16556f78260d94856a96', 23)",3,0x3c11caacc9fc70d9130792c39702c5f96ce68a93,0x1351920815896ee2b027bcedc63e16ddb75b1453
"('0xede337cd112729dbc6fcd20d02b1447339156f06b079c3bc1e9081091b9d75e6', 63)",4,0x788dc95c5f75bc341b56c28347e9bae98337bda2,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x8abaad07d5c8546da8f1dcf6351dd4ac8e950733391e202730171652a67f8d08', 37)",3,0xa203424645d35c9b82b42e0303ec1867abfac3fa,0x1234561fed41dd2d867a038bbdb857f291864225
"('0x6d674aa9be9a107762770dfa77971d6c68f3cb28db1e5df6a308389401e8377f', 13)",8.0,0x5891ea76e84adaedf2cb79a86204181fcb7ff66d,0x0000000000000000000000000000000000123450
"('0x76fc3c9289dada88535b9ce912f7e080a533395206d6a2ecb1f4143ecbbc7c40', 2)",3,0x2895730d1f120513105c11f3394c818edc7e7710,0x4bb344d4e312872f73537c621dc335709b331a39
"('0xd15eb24554c8064662180fd3286b2900fda495ee49473a9af770aa9e04eb0a49', 37)",4,0x12d6aa0ceaaa7c6dc9b10fede199a62e3b7489d3,0x00000071ccb7245581eafc5f76139ee1aada491e
"('0x0a7ad9bc0b042c50cb879267331154c4b0cd2b2964b9b7ccbd50e8517a028ef4', 126)",5.0,0x4cb1e7aa0f09c3667be42909598df341033b205c,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x3489be9be89bc55c7b648850657a8e8d55bc2a84eb441b7612ff0b41118ed0fe', 296)",3,0x25588de56ddf3bdfb5589117321f4c92691fcedd,0x84c18204c30da662562b7a2c79397c9e05f942f0
"('0x2ccb968090068bcb5361a9cafb42e2f4cb31741ce3ae3e3ed12ef99e10017c96', 70)",4,0xb93e12fe4081748f3d35c18401e3a6c47fb8456e,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x9bf01b959ece1a61164a7e68e7bda9dd61b84eb7c12d8cb74679d8f34ee42b7e', 98)",3,0xb0e666558908ce1bcb4466295c2bd33dd9d265f0,0xb0ef85bdaabe4b8d74c0ea4be6f93dcbbd8944f7
"('0xdd9d496abf8ab8b611ccf2750a55274c212c1c81b027c6960bceb6647553f3bd', 94)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0x3b2d61e9037432889607fd84260c1e49d421d8ec
"('0x94ec8f071ef76df9f4eea7cdbd73a4dcb9b495846f1246e79db3fe7ebcb5c4b9', 72)",4,0xaffb0167382d2c363bee052be624be6fe5e42c6a,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x374041da1c03bbf5b08aad2274565515e28a983669d01b1f8d05213412758224', 18)",3,0x3c11caacc9fc70d9130792c39702c5f96ce68a93,0xa81ad105e323591d61127d1a49922d5a80f6dabc
"('0x05a46ea5c80aa3a3f5793577f7f7e186a57bdd9e6fe0a3448631b67582159a02', 47)",3,0x16e891a676fb70b0eda0de7547c0096338f7ddd9,0xdb4ff3a7ed8ba189a476b328b3f096b6090f7aa6
"('0xf62e652eb68253fb4bc1c8ca94d24cd7b4f92203b3cbd90fec067928580b8bf2', 55)",3,0xf2cbd631258cb95384cac463c772f63f40286be1,0xf2cc4e87e5af2b7f2edeabb427b85602fc900466
"('0xc303a314e3a14614ae2248738c7ff3750b0acc96844dfa9ef8faa35c6f477b91', 100)",4,0xae60cb6fcdb9a0b787d9819c9e0af75cf0a9b500,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x580e32ffec3c0142c3fc4578975aacb9ed1c1b56b2151f3b72852f3dae0682a0', 16)",4,0x9a297e13cebe4f035fb11ee62d02d91b67fcd8ce,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x56d42a8c5202be084b1de0a85ec81b5e2e29324d248d9e32f550cd17b7fbfb88', 46)",4.0,0xfaaba7fb45b9fe28eef4ea2a09cc94b1a5f2e037,0x12504bcc1e64719d5da4c4c23bf8d21c969cbb0e
"('0x9b32a8f048221e3c2167d830d5100ea17aa29968ca1dd819df6951f3318a56d0', 32)",3,0x2a98158166be71d21dd97e248ba670211df9a73c,0x6219f06135b79705d34f5261852e9f6b98821e1f
"('0xae9ca998e1fc10c42d72e88d6f0fd33aee2fd79f6565153f6068f0af8351de2d', 101)",4,0xd4dc1a72b7357427143c3a2f3dac2e96bb0fcc5e,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xedbf1462b5243ade3808914184601fc173af60e075b42528014403d08f01f778', 35)",3,0x2895730d1f120513105c11f3394c818edc7e7710,0x54a1594914966608173557e0ee8baa16cc6f6b2d
"('0x643e5f7b4a96b3344eca967c60fe18e2de056b627fc4bcabbc3c4bc49ed70e19', 77)",3,0x80f65ef50ab67bd1d1d16fb2502820ac7a77de2e,0x6219f06135b79705d34f5261852e9f6b98821e1f
"('0x19c2e15571c833b66ebf22a7e328134553ab66c286b4c230155a0b763ae5a0f1', 66)",5.0,0x6c949c86a9f3da2c5ed9ffe3b511f53d6a95601a,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x2129949b9d529504c57516a7ffe21df05886467ca681f801ce895399db487643', 63)",5.0,0x1647a23e90bb36af9921edd22cff36b6d80b36cf,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x447871e78a00cabf26b91b27460a8841482ad1e062d69b7a14e764b3c9536e8f', 15)",3,0x12e53c7f831a25ae286e183a4825245efea6adcf,0x12e7a9423d9128287e63017ee6d1f20e1c237f15
"('0x8eef0a4912bd71b986903538e8162aa8fadc689fd266495fce866fe06fe1e4cc', 132)",4,0xb69cb5a680a530f6a669f52deec93014417949c2,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x59d4eb7c8215fcb688c7fa71150eb6bb6a23bbdaad2b365042a198a074c7f3fc', 9)",3,0x3c11caacc9fc70d9130792c39702c5f96ce68a93,0x4bba932e9792a2b917d47830c93a9bc79320e4f7
"('0x6b18c7beb92f62ffabd9ebb46ab248a8997b7e933d3abd68b0b287e40b7077a8', 26)",3,0x2a98158166be71d21dd97e248ba670211df9a73c,0x6219f06135b79705d34f5261852e9f6b98821e1f
"('0xcaba8b8f81cc2a32d7186595601193a39e24700d2424461425e0e79da1a75d05', 56)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0x4892ebfb70d89abfb807904ee6b1e04a5fd1dfcd
"('0xb6cd2a1e31f553549724aa0e02aa040906cc6d0d09d7704b7129efe27b3143fd', 5)",3,0x2895730d1f120513105c11f3394c818edc7e7710,0x216c041b7173ad1fe72dd137e284a5fa4cf57416
"('0x6451b4b554acaf3148b90a5c88cd33199d21a25966c0ecf58e752f46f4df70d8', 195)",3,0x82b6960fd11b11e3bbf62bb5aeb5cffd63b468de,0xfaaba7fb45b9fe28eef4ea2a09cc94b1a5f2e037
"('0x3777e1711f4f547ac7b4d65cc99c76e97ac31663c89c581f25fcc5e08566ac11', 89)",4,0xa64bd8364dac6c0b9fc5f84e552bc14249a036bc,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x5eb74ce00157f54c51a12b54962fe818959af08aeab166e6d20d31e45f8e2ecd', 21)",3,0xa269031037b4d5fa3f771c401d19e57def6cb491,0xed2293ac89f6c4dc6d5eb6c881d9298223e6d38b
"('0x6ffd292786845acfd2c620c9c1cf014671f0ff7a59e5c165c02142b335d7de17', 59)",4,0x1f42454adab9108787135ca1ec3f3729a1dd1c52,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x75f6c42567625c2b699b51e855efb540e1191912e91cc6c89c639e555ae518c5', 64)",4,0x28490898850a8628ee4d5889d8e21cc0058d58c4,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x0deb1e68adb9b4560c0ecb3e449ff4002047952f1ae222391f032261ea075f18', 67)",4,0x09e330ba5237afd14429cc91738fc2743626f80d,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xbc8a05a0ddedd9b3886fa755ec163b2fdea753f46b7b44d81f720270d1ac1a28', 45)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0x3a89f896a0da5e81cccc298e30a0cd2488c28a3b
"('0x1b8963e99425b72e8d637234020391fdfaf49be25deb9cd9e77e71de51abc908', 57)",3,0x3c11caacc9fc70d9130792c39702c5f96ce68a93,0x4272e54ef933dfcaac35ca9feb14d6ecf8421210
"('0x120a618c85befe2b1e29516577c40596691652737f0cfb59a3b9318cb7d4ee69', 88)",3,0x1353b2bc10d589807185dc7989d68da251d3d91e,0x13598fd0986d0e33c402f6907f05acf720224527
"('0x97f6062da10048a94bed4891f45a7c2ea77a274f7069df2f90e71c752c824a0d', 6)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0xbbe491d1bdcfce99d89ee35b0aa4dc7da0c86beb
"('0xa25603cc1cc5756bcc9780679cd6b869c7315e1e33fa90a38144103af2d9ea14', 38)",4,0xb1be41d9c6fff269f70e45d6fd45398e4273d84a,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xd15357f5472e740e3cc7c374cf90c9f0e7da45fdd254d816766e8b8ecef4bbcd', 62)",3,0x774271190be47713f5fedf4cb6e798afdfee9929,0x774f11f107a4f3afea7d862170f7995ab5526dce
"('0xd2a6da69c20e23c03ca48ec7a6db8d13ea1ec02ca82d86b1d1309ae8312d7cee', 132)",4,0x07d080a47147497b6ed97b472e1c1062a7c1f3fe,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x7a1b0f05ad112cafdd6fffd970d4192738d30929a53d81d1573c5c7585af3d88', 91)",4,0x4961efa1be5440dfd2d953098e519903a9ac3767,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x69b0198fc8cc45f9dd69d25ad81fa529863dc4f26f5b4d6f88ee8355cd86b92e', 45)",4,0x3e542154cc3b20f34f10cd816850c7569b0119b1,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x65b21e3e5efbae39e9fe2c395780d19aece9999f16cf09d6b97658e39b5895dc', 71)",3,0xf2cc4e87e5af2b7f2edeabb427b85602fc900466,0x5a9c04524323938417cfa41c8bc72e3ab7496eee
"('0x08999c340aad06af89a958b1e2285da4bb62351c18c1cd043070525c10b60048', 95)",4,0x23c3ace861ec58fb693edaf706d313cbbfd88321,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x9af3ffde2530385c4fb87ed37d3aff0154735b61b687d318461bd421128f2871', 45)",9.0,0x550c97c62ed38c822779d68f0470ed40bf456feb,0x550c97c62ed38c822779d68f0470ed40bf456fe0
"('0x15399fd09fb7fdc5a98e56dcf53d30fb4506ebdf0a2908dc11598a8899fe13c4', 84)",4,0xbbe2c7f29b8b74febfb378a828e33bcc63702507,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0x26104a23a8b4587f98103a33467daa169065781f69effb50433a83d035af5c95', 19)",3,0x3b21eda5c20d85372eaf61e0e6b3ea9b9afb0b5a,0x50fa23c90c1336b791bf2105a6033c8e2af4fb7f
"('0x6d0e8f19f6057ab89209bac2fd98c296f1af6454071bdcbfb92f4b98361a6e2d', 59)",4,0xe66f86c7d3dc600c90e7a688dc79ce6f2b7a0e84,0x0000000bf358c71e747cb6c8f318f9fb2a7bd502
"('0xa02504aaaab074cc7b8a504bd4e31a9d626d46c82718276e33dec46c91ed86c6', 23)",3,0x12e53c7f831a25ae286e183a4825245efea6adcf,0x12e7a9423d9128287e63017ee6d1f20e1c237f15
"('0xfbfa9e76687536561c7c5f0f21e71525bfd3bd6fbafbc9d139e209021eff8af2', 12)",3,0x1353b2bc10d589807185dc7989d68da251d3d91e,0x2c0f99c531fa43854bbdaecfa1c1415d725f32f5
