transaction_key,attacker,time,victim
"('0xcf6f1cbfb94466963aa842ac5424ccd9b2efdf1631758ee0bc336c5098eef106', 8)",0xec8b0f7ffe3ae75d7ffab09429e3675bb63503e4,154,0xe751378ec5e5c0b64c4d16a077e8f11fbcfc958a
"('0x4ef1221b8c76a91b6552e0761ba3b286b62709c85c3202a6dd07314a1b4a9e90', 10)",0xf82ccecdc5e268d1833786c1338c3c502888cb90,211,0xa7bb0d95c6ba0ed0aca70c503b34bc7108589a47
"('0x47a72756fa675b4b097a3ba566d892f82eb62658c24014d4144bdca70b3e4b97', 4)",0xe710657bebdbd75fbdaca07d57c2a5ae04085507,3,0xe7111976e12c63c48ff9670a28728e61482085b2
"('0xc57fa0f54e78f9623817027b356981616000233bbde5c45dde3fa566b194a444', 46)",0xa7bb0d95c6ba0ed0aca70c503b34bc7108589a47,7,0xa7b9377f556fd060c2a94063bf5ce32d812aa3d2
"('0x0cedd1897c46003881c3a0449c00bcce3361a37664657d31f08acfd2af2db565', 30)",0x0000000002f4dd78ba85fe4b662983816c9ae95f,501,0x3ee9cdceffcb7ad611b87cb8e0f0745188330aee
"('0x63f7720ee47f60dc27ad2fc6d8b5f99c946972f1bc0fe0d9ebc2cc0ffca84683', 0)",0x762b1f00f9d71a20ff09daf0a72061f95b71af4b,302,0x79bc8bd53244bc8a9c8c27509a2d573650a83373
"('0xd03c95a9b405b4f5180118e67135da18d97ba823187669633571c21718b242ec', 186)",0x8e3b66ed6865ce6ac5a9c64e5099e86c7cdab6be,51,0x79c912fef520be002c2b6e57ec4324e260f38e50
"('0x401b51295be034bd9dadae2f2d9e4aa4c5a6812c9974e2b74ddd99b31ef4976e', 20)",0x1aa298ae7c53d8dafa200ed49608649bfa76a446,315,0x1aa9b4d9933ff96b2011fddd764240d4a16b7c07
"('0xd6714a44c923548c0f45faa173ea28c8e8fdeeb6d086233863bc2d569690a9ce', 122)",0xcf84cd4fd95815ee44c80051e5107e2c57b40f30,331,0xa7bb0d95c6ba0ed0aca70c503b34bc7108589a47
"('0x645417c2bf9d1aa66895b8291a02459baa88d190b78bfe51feed6fdcf4f4b7c1', 212)",0x9f831ba50004c265396515b7dd29a63523cb7826,140,0x766854992bd5363ebeeff0113f5a5795796befab
"('0x95f26102628a70dfda2fe62f2b66a6784ddbbad0b440466941d0479416d7107c', 76)",0x8e3b66ed6865ce6ac5a9c64e5099e86c7cdab6be,50,0x79c912fef520be002c2b6e57ec4324e260f38e50
"('0xa5ad9c30a931acbecc8ba18b5f37138766cf5c160e7cff5a260aa565aafd3861', 0)",0xa7bb0d95c6ba0ed0aca70c503b34bc7108589a47,2,0xa7b20c746d141223f4982a61e4bd380a73fdd7dd
"('0xab3aab44190460200ec8366217f4a54eb162116d117a6d9c008788fb1add0890', 22)",0xafe7020859f95c0e864050374956a47cd5bdfd73,18,0xafea5601b0a894451955355e79ad3026515e500d
"('0xc52711ea61ed596a3593ab1f26edc337a1eb81769b2a737576e38af5143339d6', 40)",0x2e81af33264e8709a453b9660af5c6ff70f50343,196,0xeb94eca012ec0bbb254722fdda2ce7475875a52b
"('0xe33b28727bf51d124c6c6649a778a636af087d7efa58bcae6bcf56408ab24609', 198)",0x8e3b66ed6865ce6ac5a9c64e5099e86c7cdab6be,1,0x79c912fef520be002c2b6e57ec4324e260f38e50
"('0x62dbe22b1c5c6f30082aa2af687e7efeaaf65f0c6fe8b66a79a919bd0c4b3ba8', 170)",0x73b14a78a0d396c521f954532d43fd5ffe385216,497,0x3040387c46e21b453e4a8f648528368b9066628b
"('0xdf3efc3bef6e01ef95acfaecaba81bcf0136aa52c35b739a3b5cb6905f61f970', 6)",0x1111111254eeb25477b68fb85ed929f73a960582,192,0xa7bb0d95c6ba0ed0aca70c503b34bc7108589a47
"('0xbe7b75938eb49cfd3f2ca1f5d0c931b30c9324f8b2fce8f2023d64b88072554b', 24)",0xd1778f9df3eee5473a9640f13682e3846f61febc,584,0xafea5601b0a894451955355e79ad3026515e500d
"('0x8fccf675747a4ff7169363ba00147639ef2e7e0d6ffa22bb516a5e49bd486efa', 12)",0x1aa298ae7c53d8dafa200ed49608649bfa76a446,382,0x1aa9b4d9933ff96b2011fddd764240d4a16b7c07
"('0xcf685ed8308f13ac5848f3996828c262fa62ae86893380efbf06b192f046189f', 10)",0xae800ed16d1d9665d6ea23ab52653b326be916ae,412,0xa7bb0d95c6ba0ed0aca70c503b34bc7108589a47
