transaction_key,attacker,score,top_address,victim
"('0x259b132a3c2680f610a4be209c1cecff90399edab0da3702371b233d35a08a1a', 38)",0x9aed3a8896a85fe9a8cac52c9b402d092b629a30,3.0,0x9aeb3b16915e55eed105d451534debec381c0a06,0xeff23b4be1091b53205e35f3afcd9c7182bf3062
"('0x084c6863c0a72fea4a747e1e747b77ac11685daef7237a17d25e2855207cabce', 12)",0x000000000039da17e6661018b30a8af5119bde05,10.0,0x0000000000000000000000000000000000000000,0x8356bbf31517fced3c6238503b31fffa22a8f999
"('0xe4346e9ec9372bede153d0e60a15d6d889aaeedea845a71d0a3908c2239d07d8', 10)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
"('0x7f03d5ddae9d240f3154851946e1dedb05476ecd9f740d81b986d9369eb3905e', 100)",0xc873fecbd354f5a56e00e710b90ef4201db2448d,3.0,0xc877d91a16a5fb483dd96a4a00ede9b240374a25,0x6a78e84fa0edad4d99eb90edc041cdbf85925961
"('0xc71d263b96b765ae4d91a7966f7f6d073b51a693381ba3308ac279b08e7955ed', 30)",0x00000000ede6d8d217c60f93191c060747324bca,8.0,0x0000000000000000000000000000000000000000,0x4f752100fb2da319322724d352363e7df1ebe7e4
"('0x8b2744e9b84dc6a688b1ce298f055d1e53842ee7e6b5bb66ceaf5d22fe2a972e', 10)",0x6a78e84fa0edad4d99eb90edc041cdbf85925961,3.0,0x6a7ddde031f6615bfaa5a52d7f8f4373479f046d,0xa6c5c7d189fa4eb5af8ba34e63dcdd3a635d433f
"('0x36397306d751b440ce39ce39720724012685aa77785fb75a9d579c2a0fb7d5f6', 10)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
"('0x105ed1d74d1356216a4354b0e1d4a8c4a09814bd2ef19ef4abcfdad56c93d790', 22)",0xe99ead648fb2893d1cfa4e8fe8b67b35572d2581,6.0,0xe99ead9093ece8f61c2a9e30fb24cd709da7eea3,0xe99ead9093ece8f61c2a9e30fb24cd709da7eea3
"('0x391ea99ad6d2aaa303d0aca441dacfcbcc148f9040ee874169314b8a0a1d62b2', 166)",0x0000000000bf41eb500675cabaa1223e3c1ab90f,10.0,0x0000000000000000000000000000000000000000,0xfb116064d4c72339971ec5394e41b5befa017f3b
"('0x0242e51633ea34309396c37fa59a7c36023b172f20dde1d42d8c6755f4c0782d', 12)",0x00000000ede6d8d217c60f93191c060747324bca,8.0,0x0000000000000000000000000000000000000000,0x340ca62854d04d570ee53406daf048ab64ea6689
"('0x33c43ce7339201e62de529177aa9dcb3247b0369101162a0236e8cbabed0ce52', 12)",0x00000000ede6d8d217c60f93191c060747324bca,8.0,0x0000000000000000000000000000000000000000,0x309d470af25ee739fa915a34ffccfc8458e23e98
"('0xc0145408d7c82188c79cd5893201aa3df8cac67578ba19f89068b823593c8f89', 14)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
"('0xbbec490b369e72c7d6a11e813f2e7c839304189583dd68c0931e229c9198727c', 2)",0xb73fc1939843a2712a0a19f19b9c9b0debddf73a,3.0,0xb7338876b76c4925e9599b60324c4b3894ca7f09,0xa6c5c7d189fa4eb5af8ba34e63dcdd3a635d433f
"('0x404eb5e4792428a739c239e337908913c3615aa6df7e726da8a0e6801388a4ed', 18)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
"('0xd389e4971471c437824b8795acf6338734af755d2f3a19af5fd022542158ec8d', 20)",0x000000000002733be21c62d22209523701bd6bc1,11.0,0x0000000000000000000000000000000000000000,0x8356bbf31517fced3c6238503b31fffa22a8f999
"('0x65032b4cbb7aac8352a470d4606f5e2436cab34e706d965329b75ee26a14beb4', 14)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
"('0x19ec61366b8ecd5421af659fe9820f6fa5f3fd47400236d5a01477fb490c74d1', 6)",0xdb86e7fe4074e3c29d2fd0ed1d104c00e11a196b,3.0,0xdb8047d48a7ae62e35ecb41bbfb18e45d7ac9264,0x4c4af8dbc524681930a27b2f1af5bcc8062e6fb7
"('0x6be4f09a436d9f844650575c202168a4c3d7d5038a00d8d01c8762d01fd71aa4', 16)",0x000000000039da17e6661018b30a8af5119bde05,10.0,0x0000000000000000000000000000000000000000,0x8356bbf31517fced3c6238503b31fffa22a8f999
"('0x18ea3c661f501aa54be5e777f5c348444534e6e214ba8583eb4b82d5404b3018', 12)",0x00000000ede6d8d217c60f93191c060747324bca,8.0,0x0000000000000000000000000000000000000000,0xf805cef7e0125811d0e64c597a66ae55cfc54143
"('0x8adf494d6d31a3ae0412bb0a0afbe7593cb02a3ca153c2bbd7c53e00c101ab6f', 12)",0x0000000000517bca12dc77e6292da396540e8bf5,10.0,0x0000000000000000000000000000000000000000,0x8356bbf31517fced3c6238503b31fffa22a8f999
"('0xeb08934556b985faf53edf42d08bf664c08acb7bc288f6419f9af89bf73a29b9', 2)",0x9aed3a8896a85fe9a8cac52c9b402d092b629a30,3.0,0x9aeb3b16915e55eed105d451534debec381c0a06,0xeff23b4be1091b53205e35f3afcd9c7182bf3062
"('0xe9222c0cb3c42049533a437b909ca3330980ddded064d999ad65620a195ccad4', 182)",0x6a78e84fa0edad4d99eb90edc041cdbf85925961,3.0,0x6a779de113d2dbf95f27b2fbd49cec344cfddb3d,0xa6c5c7d189fa4eb5af8ba34e63dcdd3a635d433f
"('0x0b00762ed231aae03d8cbab34ba0db5d05d1984da98f4986bb08320a90a1576c', 12)",0x00000000ede6d8d217c60f93191c060747324bca,8.0,0x0000000000000000000000000000000000000000,0x2d94ade00ed1dea7308ad9cca283ef4ed1cc259e
"('0x15213888aa94e65c13c00975402d3e5e3f58ce71b3199ab6bb34afd4550795d8', 14)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
"('0xb5992da507fdb79a81a53a4a7edf8eb610efd380a9f16310efe97e79e96a9735', 16)",0x46c47c8daabca3e15bf238cda365894046bafa23,3.0,0x46c5fbd8fccb9368fd87d0c1b2cec250b05e133b,0x2691f337abeb0146f16441ca4f82f363275851d5
"('0x2bdf3f3999d451b131c70bcec4659309f8fea0fff95051042484acd595531de7', 0)",0xc319d40debc476d266b102170642bc19343c1502,3.0,0xc31e54c7a869b9fcbecc14363cf510d1c41fa443,0x8c87bfd8b35d855e36a3ea0d742b4fd491422ae3
"('0xafd828ab58693fae1d39f2e0bb574a28c1651e71ec7a8c76bb635478c3e85db0', 14)",0x00000000003e6b448479a8024a084600a0fc6e8b,10.0,0x0000000000000000000000000000000000000000,0x8356bbf31517fced3c6238503b31fffa22a8f999
"('0xccfbf5d6d9855e47687fe2e645e6d90112e20ec75de5366f8ed0fd9acf3583c2', 6)",0x1111111254eeb25477b68fb85ed929f73a960582,10.0,0x1111111254fb6c44bac0bed2854e76f90643097d,0xcf2f020eeee1c1774c86ea70691913ae5e8affcb
"('0x25e3007922cf25fd27250660abf23b3762dd797bbb49bcefbd72494cd05cfcbe', 2)",0x6a78e84fa0edad4d99eb90edc041cdbf85925961,3.0,0x6a779de113d2dbf95f27b2fbd49cec344cfddb3d,0xa6c5c7d189fa4eb5af8ba34e63dcdd3a635d433f
"('0xaa9e251f2dbbf4b5ea35c6631d8319864e255ed1fad5ccdf6f50b731ea7ee288', 42)",0x0000000000bf41eb500675cabaa1223e3c1ab90f,10.0,0x0000000000000000000000000000000000000000,0x8356bbf31517fced3c6238503b31fffa22a8f999
"('0x527633b80338e3e172594cfcfba3611dd404b30cf8a8e38e986faaa1d6111e1c', 16)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
"('0xc828230507472f70c5af42ac562bb32289f6a2dfd2b4734950d96dd7ae4ff305', 28)",0xc873fecbd354f5a56e00e710b90ef4201db2448d,3.0,0xc877d91a16a5fb483dd96a4a00ede9b240374a25,0x6a78e84fa0edad4d99eb90edc041cdbf85925961
"('0x2689ae0795daf7645d4f244e23b1545cacfd474e12d39412ef168685c6510cc2', 26)",0xecc88a1b695e04906e898b08be38442a6a95823b,3.0,0xeccb9b9c6fb7590a4d0588953b3170a1a84e3341,0xeccb9b9c6fb7590a4d0588953b3170a1a84e3341
"('0x5151464c38b8050b65129e9e4c1f2e390db410a66f4e4a31348e7928e10ac029', 20)",0x9999f4dfb34ace5140dbcc0275896ffbe4cf4c19,4.0,0x9999441af9691f2ed4f03038c7220fb4580aa211,0x9999441af9691f2ed4f03038c7220fb4580aa211
"('0x4ef02c44dd7b9134cae1faa329ca24de3650a08a14d56b3d25c468c2f3ac1108', 0)",0x5c1e3d8e90ec357ea770bd3cbdc95db8d31eb020,3.0,0x5c1fac6ae97fc3b487bac5267c549a4e9c5a6669,0x892785f33cdee22a30aef750f285e18c18040c3e
"('0x1485a81cf34f66a424c3f131080d74de4b1a6f3007f030c6bd7031bec0c77140', 24)",0xdb86e7fe4074e3c29d2fd0ed1d104c00e11a196b,3.0,0xdb8b59ae748b2b112c95462b929fb6c01a3ce308,0x4c4af8dbc524681930a27b2f1af5bcc8062e6fb7
"('0x9be10c770444b5697d0a6b278b113d8d724aacd839e451fea5fd0c2e62353526', 0)",0xbe3040e9d6f5229ad10d96df5a112e265611b198,3.0,0xbe3ad6a5669dc0b8b12febc03608860c31e2eef6,0xaf5e2b036784c758ee6dd655abd83259a0524f4a
"('0xa225fdc097162eeae327d62290b89e69aed8395cdf96fe5a32573ee3a1744e00', 102)",0x00000000003e6b448479a8024a084600a0fc6e8b,10.0,0x0000000000000000000000000000000000000000,0x8356bbf31517fced3c6238503b31fffa22a8f999
"('0x4fa85d45790f9e158ca6818ca9e74ac526a3f7587dccbe88ecf19ceeadae493c', 2)",0x15aa37ddd93a4fa5ac5a73e2266f863fac5cdb63,3.0,0x15af5ae6ee620bf015b08af2d79e93fd39900392,0x805ba50001779ced4f59cff63aea527d12b94829
"('0x74ac0c543dcabc854efd4d617d8ea30504a84c4f8a5a5729150da3469c682066', 16)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
"('0x6a015fcd97ccdc71d4316cdf9cb39e2c75a26be0cbcb3410259fe0e1cf0de436', 10)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
"('0x0c8b3585b13eeb12bbbf0f1ec3e1295c7409cc33414193fd4f666c6b07194541', 12)",0x000000000039da17e6661018b30a8af5119bde05,10.0,0x0000000000000000000000000000000000000000,0x8356bbf31517fced3c6238503b31fffa22a8f999
"('0x3471de99810a50b46fcf38872fde7afe2dffe0a9335b987c4b56c1609cc2eac6', 42)",0x0000000000d259653c2966fc6f585a44a090e829,10.0,0x0000000000000000000000000000000000000000,0x8356bbf31517fced3c6238503b31fffa22a8f999
"('0x6be0721d590605f722d4f3efc1fc94c17d615b7cb9c2e6b3b47f06caddd21b0f', 6)",0xdb86e7fe4074e3c29d2fd0ed1d104c00e11a196b,3.0,0xdb801054886dddbd3acc01095d30659f8abeb10c,0x4c4af8dbc524681930a27b2f1af5bcc8062e6fb7
"('0x33abd75b001c8b4b64984333a4dbc74f599a445d2069247cfd67ea6c864fc84a', 20)",0x6a78e84fa0edad4d99eb90edc041cdbf85925961,3.0,0x6a71f33334eca1ab94ce4f8ca5d7dec9a64a343b,0xc873fecbd354f5a56e00e710b90ef4201db2448d
"('0x287ca66aaca2304bcc30314f8f8120cbb2a170985bbccdffef2d052a81234820', 22)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
"('0xb1d949944a12b10cad1020e8ac2881fdb51cd9442b13af751171b10ae5d77b5d', 6)",0x6a78e84fa0edad4d99eb90edc041cdbf85925961,3.0,0x6a7ddde031f6615bfaa5a52d7f8f4373479f046d,0xa6c5c7d189fa4eb5af8ba34e63dcdd3a635d433f
"('0xb82ccd32352f5415eae99fb8bca7fbcaee6d93baf6720d35062c530b15f98714', 16)",0x00000000ede6d8d217c60f93191c060747324bca,8.0,0x0000000000000000000000000000000000000000,0x0a7ee3bb024db6ecf42426b3aaf1dc3499ee6417
"('0x2571cd3d6b4c2538a209aa80580b7fc318274d61adedb0dbd49d2c326fe385e9', 12)",0x00000000ede6d8d217c60f93191c060747324bca,8.0,0x0000000000000000000000000000000000000000,0x08481c69c41db86ad015d9f96af2f8e2ab9fd75c
"('0xd85564e0a1819405dfe6f0afe23731b25913cc592991c36d910b2f2746333596', 4)",0xdb86e7fe4074e3c29d2fd0ed1d104c00e11a196b,3.0,0xdb801054886dddbd3acc01095d30659f8abeb10c,0x4c4af8dbc524681930a27b2f1af5bcc8062e6fb7
"('0x64d97437636cfa8e32004d8d80f53c503eef78cd2752b67d598a0d596dee160d', 10)",0x0be4ac7da6cd4bad60d96fbc6d091e1098afa358,3.0,0x0bebeb5679115f143772cfd97359bbcc393d46b3,0x4f50fa7bb23870dd3f7c3b0964081e9595ad9377
"('0x7c64d7515dedafca93ea78d492d54bae72a703e8b49f9fd9e0145af12c19b8ab', 28)",0x0000000000517bca12dc77e6292da396540e8bf5,10.0,0x0000000000000000000000000000000000000000,0x8356bbf31517fced3c6238503b31fffa22a8f999
"('0x43e441c8f6e96d654512230f09443354c4f6bb00a58958f9a8391d356bff9ad1', 50)",0x09e18590e8f76b6cf471b3cd75fe1a1a9d2b2c2b,3.0,0x09efd0d038dab6adf8436118dbd51b117b50d4f3,0xa67b4bf837b77da3d11aa1bb0b7bcdde995279d8
